record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
candidate_claim,CAND_MEMORY_UCHUNK_000084,supplier_relationship / cost_or_price_benchmark / sustainability_context: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; sustainability_context,hershey,,"sponsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
46
The Hershey Company 2023 ESG Report
Human Rights 
Pre-screening 2023
❶ Approved
❷ Pending submission 
of required 
information and/or 
completion of 
corrective actions
❸ Rejected or 
canceled
268
157
47
"
candidate_claim,CAND_MEMORY_UCHUNK_000091,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, sugar",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate; sugar,"sugar projects we featured in 
our 2022 ESG Report (“Improving Soil Health 
for Sugar Beets”), showed excellent results. 
In the 2022-23 growing season, the pilot with 
United Sugar, the Soil and Water Outcomes 
Fund and others: 
• Covered 7,400 acres across all program 
participants 
• Reduced our "
candidate_claim,CAND_MEMORY_UCHUNK_000093,supplier_relationship / cost_or_price_benchmark: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark,hershey,,"between Airbus and Earthworm Foundation. 
To accelerate progress, Earthworm is engaging our palm 
suppliers to reinforce their deforestation monitoring, 
verification and reporting, and to prioritize actual 
deforestation alerts for action. 
→Learn more in The Significance of Biodiversity on page 69"
candidate_claim,CAND_MEMORY_UCHUNK_000095,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, milk_dairy, packaging, sugar",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; milk_dairy; packaging; sugar,"ts to: 
• Source 100% of pulp and paper packaging from recycled 
or certified sources
• Trace 100% of virgin pulp and paper packaging we source 
back to the country of harvest
In 2023, we started working with Earthworm on an annual 
supplier traceability assessment. We collected data about 
the volu"
candidate_claim,CAND_MEMORY_UCHUNK_000097,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"s training. The 2022 value has been restated to reflect the number of employees who completed optional human rights training.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
53
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000098,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"mpletion at end 2023.
5
Assessments conducted on labor providers may include worker surveys, Sedex's SMETA 2-Pillar audits, and/or ELEVATE's Labor Agency Assessment Tool. Additionally, if a labor provider is identified with a noncompliance during a Hershey-owned operation 
SMETA 4-Pillar audit, this"
candidate_claim,CAND_MEMORY_UCHUNK_000100,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"closed
%
 38 %
 21.4 %
 71 %
1
At Hershey, major non-conformances include issues rated as critical or zero-tolerance issues.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
56
The Hershey Company 2023 ESG Report

"
candidate_claim,CAND_MEMORY_UCHUNK_000102,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"able
7
Source pulp and paper packaging (by volume) from recycled or certified 
sources globally
100% by 2025
On Track
 87 %
 89 %
 69 %
7
Coconut 
Source certified coconut (by volume) through Fair Trade USA
100% by 2020
Achieved
 100 %
 100 %
 96 %
8
Eggs 
Source certified cage-free eggs (by volume)"
candidate_claim,CAND_MEMORY_UCHUNK_000103,"supplier_relationship / ingredient_confirmation / logistics_distribution: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"conut shortage related to issues with raw material sourcing and transportation complications caused by the COVID-19 pandemic.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
58
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000105,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"external stakeholders. 
The results of our climate scenario planning have also 
informed the steps we need to take toward our goals.
Addressing climate change also positively impacts 
watershed health, biodiversity and soil health. 
→For more about Managing Climate Risk, see page 61.
→Learn more abo"
candidate_claim,CAND_MEMORY_UCHUNK_000107,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"onger-term evolving risks, such 
as those presented by climate change. ERM is overseen 
by our Board of Directors and managed by our 
Resiliency team. 
We integrate climate risk insights into business planning 
to better understand the potential impacts and any 
mitigation steps. For example, in 202"
candidate_claim,CAND_MEMORY_UCHUNK_000112,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"Energy 
Using more renewable and zero-emissions energy is 
essential to our Scope 2 reduction plan. We have set 
an ambitious goal to source 100% of electricity from 
renewable and zero-emission sources by 2030.
This year we sourced approximately 80% of electricity 
from renewable and zero-emission "
candidate_claim,CAND_MEMORY_UCHUNK_000129,"supplier_relationship / ingredient_confirmation / retail_price: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"to strive for greater circularity by using 
more recycled materials. With limited possibilities for 
direct food-contact applications available, we focused 
on increasing recycled content on corrugate and 
cartons — like launching Reese’s Caramel Big Cup 
with a 100% recycled carton. This conversion"
candidate_claim,CAND_MEMORY_UCHUNK_000136,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"ng of CO2.
Totals may not equal 100%, due to rounding.
All calculations include relevant GHG emissions as specified by the Greenhouse Gas Reporting Protocol and follows the Operational Control methodology. 
Emission factor sources include: 
Scope 1: DEFRA. Operational control. 
Scope 2: EPA Emission"
candidate_claim,CAND_MEMORY_UCHUNK_000137,supplier_relationship / cost_or_price_benchmark / manufacturing_or_process: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; manufacturing_or_process,hershey,,"Processing of Sold Products
MTCO2e
Not Applicable
Not Applicable
Not Applicable
Scope 3: Category 11 – Use of Sold Products
MTCO2e
Not Applicable
Not Applicable
Not Applicable
Scope 3: Category 12 – End-of-Life Treatment of Sold Products
MTCO2e
119,725
113,005
87,842
Scope 3: Category 13 – Downstrea"
candidate_claim,CAND_MEMORY_UCHUNK_000138,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"nc. Hershey’s 2021 GHG emissions data excludes ONE Brands, Lily's, Dot's 
and Pretzels.
2
Hershey's 2023 Scope 1 and Scope 2 data (including intensity) received limited assurance by EY. The corresponding limited assurance statement is found on our corporate website.
3
Hershey's 2023 Scope 3 emission"
candidate_claim,CAND_MEMORY_UCHUNK_000139,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"iomass and coal due to the optimization of the boiler system within our Mandideep plant in 2023.
4
Sources include hydroelectric, renewable electricity contractual instruments, zero emissions contractual instruments and traditional grid electricity.
5
Fuel oil no. 6 is a carbon-intensive fuel, Hersh"
candidate_claim,CAND_MEMORY_UCHUNK_000140,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"cts with the first coming online in 2021 and the second in 2022. The third is scheduled to generate power beginning in 2024. 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
76
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000141,"supplier_relationship / ingredient_confirmation / logistics_distribution: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"r our North America Salty Snacks segment, after recent corporate acquisitions. 
As of December 31, 2023, we eliminated PVC from our branded business and have active projects to eliminate PVC from private label offerings. We are on track to remove PVC fully in 2024.
2
Cumulative packaging waste elimi"
candidate_claim,CAND_MEMORY_UCHUNK_000142,"supplier_relationship / ingredient_confirmation / logistics_distribution: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"nd Pretzels.
3
Water consumption is calculated as water use less water discharge. 
4
This data represents Hershey's global manufacturing facilities and owned U.S. distribution centers and corporate offices.
 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
O"
candidate_claim,CAND_MEMORY_UCHUNK_000143,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,", ND
Low-medium (10-20%)
—
Whitestown, IN
Medium-high (20-40%)
—
1
The Lawrence, KS facility began operations in August 2021.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
79
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000144,"supplier_relationship / ingredient_confirmation / logistics_distribution: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"buted to the growth of Hershey's Salty segment. Work is underway to integrate innovative waste solutions at these facilities.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
80
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000145,"supplier_relationship / ingredient_confirmation / logistics_distribution: hershey, cocoa_chocolate, milk_dairy",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; logistics_distribution; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; milk_dairy,"se on 
terrestrial and marine protected areas and is updated on a monthly basis to track the dynamics of changes to the world's protected areas. The WDPA database is continuously improving based on new information. The results reflected in this 
table are up to date as of February 2024.
 Contents
Ma"
candidate_claim,CAND_MEMORY_UCHUNK_000146,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate, milk_dairy",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate; milk_dairy,">690,000 
3 
1
Represents active Green Teams globally.
2
The total trees planted represented in this metric includes the activities of Hershey Green Teams and ongoing partnerships like the Arbor Day Foundation and Sustainable Dairy PA. It does not include tree planting related to cocoa.
3
Hershey's "
candidate_claim,CAND_MEMORY_UCHUNK_000147,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"lerating Togetherness Efforts
90
More Pathways to JOIN
92
More Pathways to REACH OUT
93
More Pathways to GROW
95
Our Progress
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
83
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000148,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"strably 
driven innovation, engagement, inclusion and belonging 
across our teams over the last three years. 
→See Flexible, Family-Friendly Options on page 86 for more.
Development for All
Nurturing a fulfilling work environment, promoting 
professional growth for all 20,000 employees and a talent "
candidate_claim,CAND_MEMORY_UCHUNK_000149,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"l. 
We believe a better you makes 
a stronger us.”
Anna Serafin, Vice President, 
Talent & Transformation, The Hershey Company
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
84
The Hershey Company 2023 ESG Report"
candidate_claim,CAND_MEMORY_UCHUNK_000151,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"on caring for every 
employee and sharing directly with employees 
information and resources about staying safe or 
supporting one another, as we did during times of 
concern following major world events 
Let’s Get Transparent 
About Pay
Continuously listening brings endless learning 
opportunities."
candidate_claim,CAND_MEMORY_UCHUNK_000152,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"rogram.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
85
The Hershey Company 2023 ESG Report
Salient Human Rights Issue:
• Gender and social inequality
1 Fair360 is the group previously known as Diversity, Inc.
"
candidate_claim,CAND_MEMORY_UCHUNK_000154,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"oration
Support Beyond the Workplace
Because life beyond works matters to employees, it 
matters to us. We run programs where we know it matters 
most to our people:
• Hershey Scholars Program, where Hershey employees’ 
children can apply for financial awards for their post-
secondary education 
• H"
candidate_claim,CAND_MEMORY_UCHUNK_000155,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"o manage stress and 
helps me stay mindful of my 
thoughts and feelings when 
things get hectic.”
Jacquie Zygmund, HR Services Technical 
Lead, The Hershey Company
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
8"
candidate_claim,CAND_MEMORY_UCHUNK_000157,"supplier_relationship / ingredient_confirmation / retail_price: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"sed on similarly 
excellent feedback.
Mentoring For All
We encourage all employees to take advantage of 
mentoring opportunities through our Stronger & Growing 
Together program. As well as developing skills, the social 
and experiential learning experience with internal experts 
is invaluable. Over"
candidate_claim,CAND_MEMORY_UCHUNK_000160,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"y 
into health and safety initiatives 
is important as it can help 
reduce harmful environmental 
exposures that may lead to 
illness or injury. Adopting 
sustainable practices can create 
healthier, safer workplaces 
and communities, reduce 
our carbon footprint and 
contribute to a better future 
"
candidate_claim,CAND_MEMORY_UCHUNK_000162,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey,cocoa_chocolate,"difference 
between people, often referred to in terms of race 
and gender. Hershey also includes dimensions such 
as age, ethnicity, sexual orientation, veteran status 
and physical abilities.
People of Color (POC): Refers to Black, African 
American, Hispanic/Latino, Asian/Asian Pacific 
Islander,"
candidate_claim,CAND_MEMORY_UCHUNK_000164,supplier_relationship / cost_or_price_benchmark: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark,hershey,,"n, 
Pennsylvania, has seen excellent results already. We were 
more consistently able to hire talent with desirable food 
experience, contributing to a 56% lower attrition rate in 
2023 than 2022. This saved approximately $800,000 in 
recruitment costs. The plant also doubled representation 
of POC "
candidate_claim,CAND_MEMORY_UCHUNK_000165,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"→See Education and Opportunity on page 106 for more about our 
growing partnership with MHS.
Say “Hola” to POKA
Being inclusive really teaches you unexpected 
things: Say “Hola” may have given us a 
transformational training tool.
POKA is a digital training and translation app we have 
been trialing"
candidate_claim,CAND_MEMORY_UCHUNK_000167,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"engage a diverse slate 
of prospective suppliers for sourcing events, such as 
requests for proposal (RFP) worth $250,000 or more
• Launched an e-learning module about our Supplier 
Diversity Program, required for all procurement 
employees globally and for managers and above 
in the U.S. and Canada"
candidate_claim,CAND_MEMORY_UCHUNK_000169,supplier_relationship / cost_or_price_benchmark: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark,hershey,,"Harrisburg 
University. CIE is part of a national ecosystem of 
entrepreneurs and network of innovation incubators. 
Hershey support included: 
• Setting CIE entrepreneurs a business challenge and 
hosting them at our headquarters for them to present 
their solutions 
• Alicia Petross, our Chief Div"
candidate_claim,CAND_MEMORY_UCHUNK_000170,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"at 
139 Costco locations across the U.S., bringing 
in an estimated $1 million in additional sales. 
This is just one example of how our inclusive 
culture leads to more moments of goodness.
Costco leadership, internal 
and external commercial 
teams and the Asian & Pacific 
Islander BRG worked toge"
candidate_claim,CAND_MEMORY_UCHUNK_000171,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"r 
Accelerator program for Pathways to GROW graduates.
We graduated 35 participants in 2023 and over 130 since 
instituting the program. Graduates continue to have a 
higher lateral and upward promotion rate than the rest of 
the enterprise.1 In 2024, while continuing to invest in the 
program, we w"
candidate_claim,CAND_MEMORY_UCHUNK_000172,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"offer Career Development Action Planning workshops
 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
93
The Hershey Company 2023 ESG Report
1
Program graduates are promoted at a rate that is 11% higher than non-
p"
candidate_claim,CAND_MEMORY_UCHUNK_000173,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"That led into:
• The inaugural Future CEO program, launched March 7, 
2023, with nonprofits Girl Up and Girls on the Run
• Liz Kunz, CEO of Girls on the Run, joining Michele Buck 
on International Women’s Day for a keynote speaker 
event, with a live audience of 950 at our corporate 
HQ and 21 watch"
candidate_claim,CAND_MEMORY_UCHUNK_000175,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"he percentage of employees covered by collective bargaining agreements and includes employees worldwide.
Employees1
2023
2022
2021
Total
Female
Male
Total
Female
Male
Total
Female
Male
Global Employees
 
20,507 
9,878 
10,626 
19,271 
9,216 
10,055 
17,848 
8,507 
9,341 
Full-time
 
18,650 
8,866 
9"
candidate_claim,CAND_MEMORY_UCHUNK_000176,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"agement
 7.4 %
 66.2 %
 26.4 %
 6.5 %
 66.7 %
 26.8 %
 7.0 %
 65.4 %
 27.6 %
Senior Leader
 0.0 %
 57.4 %
 42.6 %
 0.0 %
 53.9 %
 46.1 %
 0.0 %
 55.2 %
 44.8 %
Executive team
 0.0 %
 36.4 %
 63.6 %
 0.0 %
 40.0 %
 60.0 %
 0.0 %
 44.4 %
 55.6 %
1
Select data in the global workforce by age table recei"
candidate_claim,CAND_MEMORY_UCHUNK_000177,supplier_relationship: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship,hershey,,"1
Management as percentage of total workforce
 14.1 %
 13.3 %
 13.0 % 
— 
Non-management as percentage of total workforce
 85.9 %
 86.7 %
 87.0 % 
— 
Proportion of senior management hired from the local community
 79.3 %
 100.0 %
 87.5 %
2
1
Senior leader level data includes Hershey people leaders o"
candidate_claim,CAND_MEMORY_UCHUNK_000178,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"24.6 %
 19.4 %
 17.2 %
 17.0 %
 17.7 %
 17.1 %
 16.7 %
 30.7 %
 29.7 %
 26.0 %
Asian
 4.3 %
 4.2 %
 4.2 %
 9.0 %
 8.3 %
 7.5 %
 5.7 %
 5.6 %
 5.9 %
 4.0 %
 4.0 %
 3.9 %
Black
 12.4 %
 12.9 %
 12.1 %
 2.9 %
 3.1 %
 2.9 %
 4.9 %
 4.7 %
 4.9 %
 13.9 %
 14.4 %
 13.3 %
Hispanic/Latino
 9.6 %
 8.7 %
 6.6 "
candidate_claim,CAND_MEMORY_UCHUNK_000179,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"tify as two of more races. However, we only disclose Asian, Black and Hispanic/Latino. Thus, totals will not add up to 100%. 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
97
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000180,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"e engagement (eNPS) 
44
50
47
43
31
44
43
Intent to stay 
 82 %
 88 %
 84 %
 81 %
 70 %
 83 %
 81 %
Expectations (meet/exceed) 
 90 %
 91 %
 90 %
 90 %
 86 %
 91 %
 89 %
1
This employee engagement data represents results from The Hershey Company's 2023 Q4 Continuous Listening Survey, which included "
candidate_claim,CAND_MEMORY_UCHUNK_000181,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"mployee works at a plant that does not have this parental leave benefit. The remaining four employees still have an opportunity to elect and use the benefit in 2024.
Of the 14 male employees in the ""did not elect"" category, only one actually did not elect to use this benefit. Five employees work at "
candidate_claim,CAND_MEMORY_UCHUNK_000182,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"is value represents Hershey spending with direct diverse suppliers (Tier 1) as well as spend with 
diverse suppliers made on our behalf by our direct suppliers (Tier 2).
3
This value represents the number of diverse suppliers Hershey is directly spending dollars with in a given calendar year.
4
Thes"
candidate_claim,CAND_MEMORY_UCHUNK_000183,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"hese hours do not account for outside team or individual training programs not offered through Hershey’s centralized system.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
100
The Hershey Company 2023 ESG Report
"
